country,seasonality,year_month,unemployment,unemployment_rate,date,year,month
no,sa,2006.11,70000,2.9,11/1/2006,2006,11
no,sa,2006.12,70000,2.8,12/1/2006,2006,12
no,sa,2007.01,68000,2.8,1/1/2007,2007,1
no,sa,2007.02,67000,2.7,2/1/2007,2007,2
no,sa,2007.03,66000,2.6,3/1/2007,2007,3
no,sa,2007.04,65000,2.6,4/1/2007,2007,4
no,sa,2007.05,61000,2.5,5/1/2007,2007,5
no,sa,2007.06,61000,2.5,6/1/2007,2007,6
no,sa,2007.07,61000,2.5,7/1/2007,2007,7
no,sa,2007.08,62000,2.5,8/1/2007,2007,8
no,sa,2007.09,63000,2.5,9/1/2007,2007,9
no,sa,2007.11,64000,2.5,11/1/2007,2007,11
no,sa,2007.12,62000,2.4,12/1/2007,2007,12
no,sa,2008.01,61000,2.4,1/1/2008,2008,1
no,sa,2008.02,61000,2.4,2/1/2008,2008,2
no,sa,2008.03,60000,2.3,3/1/2008,2008,3
no,sa,2008.04,61000,2.4,4/1/2008,2008,4
no,sa,2008.05,63000,2.4,5/1/2008,2008,5
no,sa,2008.06,65000,2.5,6/1/2008,2008,6
no,sa,2008.07,62000,2.4,7/1/2008,2008,7
no,sa,2008.08,62000,2.4,8/1/2008,2008,8
no,sa,2008.09,66000,2.6,9/1/2008,2008,9
no,sa,2008.11,75000,2.9,11/1/2008,2008,11
no,sa,2008.12,73000,2.8,12/1/2008,2008,12
no,sa,2009.01,77000,3,1/1/2009,2009,1
no,sa,2009.02,78000,3,2/1/2009,2009,2
no,sa,2009.03,82000,3.1,3/1/2009,2009,3
no,sa,2009.04,80000,3.1,4/1/2009,2009,4
no,sa,2009.05,81000,3.1,5/1/2009,2009,5
no,sa,2009.06,78000,3,6/1/2009,2009,6
no,sa,2009.07,80000,3.1,7/1/2009,2009,7
no,sa,2009.08,82000,3.2,8/1/2009,2009,8
no,sa,2009.09,83000,3.2,9/1/2009,2009,9
no,sa,2009.11,84000,3.2,11/1/2009,2009,11
no,sa,2009.12,87000,3.3,12/1/2009,2009,12
no,sa,2010.01,87000,3.4,1/1/2010,2010,1
no,sa,2010.02,90000,3.5,2/1/2010,2010,2
no,sa,2010.03,90000,3.5,3/1/2010,2010,3
no,sa,2010.04,94000,3.6,4/1/2010,2010,4
no,sa,2010.05,94000,3.6,5/1/2010,2010,5
no,sa,2010.06,92000,3.5,6/1/2010,2010,6
no,sa,2010.07,88000,3.4,7/1/2010,2010,7
no,sa,2010.08,88000,3.4,8/1/2010,2010,8
no,sa,2010.09,92000,3.5,9/1/2010,2010,9
pl,sa,1995.01,2330000,,1/1/1995,1995,1
pl,sa,1995.02,2312000,,2/1/1995,1995,2
pl,sa,1995.03,2309000,,3/1/1995,1995,3
pl,sa,1995.04,2301000,,4/1/1995,1995,4
pl,sa,1995.05,2289000,,5/1/1995,1995,5
pl,sa,1995.06,2340000,,6/1/1995,1995,6
pl,sa,1995.07,2310000,,7/1/1995,1995,7
pl,sa,1995.08,2218000,,8/1/1995,1995,8
pl,sa,1995.09,2332000,,9/1/1995,1995,9
pl,sa,1995.11,2133000,,11/1/1995,1995,11
pl,sa,1995.12,2203000,,12/1/1995,1995,12
pl,sa,1996.01,2275000,,1/1/1996,1996,1
pl,sa,1996.02,2296000,,2/1/1996,1996,2
pl,sa,1996.03,2298000,,3/1/1996,1996,3
pl,sa,1996.04,2303000,,4/1/1996,1996,4
pl,sa,1996.05,2299000,,5/1/1996,1996,5
pl,sa,1996.06,2270000,,6/1/1996,1996,6
pl,sa,1996.07,2240000,,7/1/1996,1996,7
pl,sa,1996.08,2222000,,8/1/1996,1996,8
pl,sa,1996.09,2193000,,9/1/1996,1996,9
pl,sa,1996.11,2132000,,11/1/1996,1996,11
pl,sa,1996.12,2096000,,12/1/1996,1996,12
pl,sa,1997.01,2022000,11.8,1/1/1997,1997,1
pl,sa,1997.02,1969000,11.5,2/1/1997,1997,2
pl,sa,1997.03,1927000,11.3,3/1/1997,1997,3
pl,sa,1997.04,1886000,11.1,4/1/1997,1997,4
pl,sa,1997.05,1861000,10.9,5/1/1997,1997,5
pl,sa,1997.06,1852000,10.9,6/1/1997,1997,6
pl,sa,1997.07,1838000,10.8,7/1/1997,1997,7
pl,sa,1997.08,1816000,10.7,8/1/1997,1997,8
pl,sa,1997.09,1790000,10.5,9/1/1997,1997,9
pl,sa,1997.11,1738000,10.2,11/1/1997,1997,11
pl,sa,1997.12,1717000,10.1,12/1/1997,1997,12
pl,sa,1998.01,1694000,10,1/1/1998,1998,1
pl,sa,1998.02,1681000,9.9,2/1/1998,1998,2
pl,sa,1998.03,1673000,9.8,3/1/1998,1998,3
pl,sa,1998.04,1675000,9.8,4/1/1998,1998,4
pl,sa,1998.05,1684000,9.9,5/1/1998,1998,5
pl,sa,1998.06,1698000,10,6/1/1998,1998,6
pl,sa,1998.07,1714000,10.1,7/1/1998,1998,7
pl,sa,1998.08,1734000,10.2,8/1/1998,1998,8
pl,sa,1998.09,1763000,10.4,9/1/1998,1998,9
pl,sa,1998.11,1843000,10.8,11/1/1998,1998,11
pl,sa,1998.12,1880000,11,12/1/1998,1998,12
pl,sa,1999.01,1954000,11.5,1/1/1999,1999,1
pl,sa,1999.02,2047000,12,2/1/1999,1999,2
pl,sa,1999.03,2116000,12.3,3/1/1999,1999,3
pl,sa,1999.04,2171000,12.7,4/1/1999,1999,4
pl,sa,1999.05,2218000,12.9,5/1/1999,1999,5
pl,sa,1999.06,2265000,13.2,6/1/1999,1999,6
pl,sa,1999.07,2320000,13.5,7/1/1999,1999,7
pl,sa,1999.08,2382000,13.8,8/1/1999,1999,8
pl,sa,1999.09,2443000,14.2,9/1/1999,1999,9
pl,sa,1999.11,2547000,14.8,11/1/1999,1999,11
pl,sa,1999.12,2603000,15.1,12/1/1999,1999,12
pl,sa,2000.01,2654000,15.4,1/1/2000,2000,1
pl,sa,2000.02,2699000,15.6,2/1/2000,2000,2
pl,sa,2000.03,2740000,15.8,3/1/2000,2000,3
pl,sa,2000.04,2772000,16,4/1/2000,2000,4
pl,sa,2000.05,2794000,16.2,5/1/2000,2000,5
pl,sa,2000.06,2804000,16.2,6/1/2000,2000,6
pl,sa,2000.07,2813000,16.3,7/1/2000,2000,7
pl,sa,2000.08,2823000,16.3,8/1/2000,2000,8
pl,sa,2000.09,2838000,16.4,9/1/2000,2000,9
pl,sa,2000.11,2885000,16.7,11/1/2000,2000,11
pl,sa,2000.12,2920000,16.9,12/1/2000,2000,12
pl,sa,2001.01,2967000,17.1,1/1/2001,2001,1
pl,sa,2001.02,3021000,17.4,2/1/2001,2001,2
pl,sa,2001.03,3077000,17.7,3/1/2001,2001,3
pl,sa,2001.04,3128000,18,4/1/2001,2001,4
pl,sa,2001.05,3160000,18.2,5/1/2001,2001,5
pl,sa,2001.06,3177000,18.3,6/1/2001,2001,6
pl,sa,2001.07,3181000,18.3,7/1/2001,2001,7
pl,sa,2001.08,3198000,18.4,8/1/2001,2001,8
pl,sa,2001.09,3219000,18.6,9/1/2001,2001,9
pl,sa,2001.11,3285000,19.1,11/1/2001,2001,11
pl,sa,2001.12,3313000,19.3,12/1/2001,2001,12
pl,sa,2002.01,3342000,19.4,1/1/2002,2002,1
pl,sa,2002.02,3364000,19.5,2/1/2002,2002,2
pl,sa,2002.03,3390000,19.7,3/1/2002,2002,3
pl,sa,2002.04,3422000,19.8,4/1/2002,2002,4
pl,sa,2002.05,3378000,19.7,5/1/2002,2002,5
pl,sa,2002.06,3432000,20,6/1/2002,2002,6
pl,sa,2002.07,3465000,20.2,7/1/2002,2002,7
pl,sa,2002.08,3479000,20.3,8/1/2002,2002,8
pl,sa,2002.09,3485000,20.3,9/1/2002,2002,9
pl,sa,2002.11,3449000,20.2,11/1/2002,2002,11
pl,sa,2002.12,3411000,20.1,12/1/2002,2002,12
pl,sa,2003.01,3363000,19.9,1/1/2003,2003,1
pl,sa,2003.02,3334000,19.8,2/1/2003,2003,2
pl,sa,2003.03,3316000,19.7,3/1/2003,2003,3
pl,sa,2003.04,3302000,19.5,4/1/2003,2003,4
pl,sa,2003.05,3296000,19.4,5/1/2003,2003,5
pl,sa,2003.06,3307000,19.5,6/1/2003,2003,6
pl,sa,2003.07,3334000,19.7,7/1/2003,2003,7
pl,sa,2003.08,3341000,19.8,8/1/2003,2003,8
pl,sa,2003.09,3326000,19.7,9/1/2003,2003,9
pl,sa,2003.11,3311000,19.6,11/1/2003,2003,11
pl,sa,2003.12,3343000,19.7,12/1/2003,2003,12
pl,sa,2004.01,3392000,19.9,1/1/2004,2004,1
pl,sa,2004.02,3393000,19.9,2/1/2004,2004,2
pl,sa,2004.03,3371000,19.8,3/1/2004,2004,3
pl,sa,2004.04,3302000,19.5,4/1/2004,2004,4
pl,sa,2004.05,3252000,19.2,5/1/2004,2004,5
pl,sa,2004.06,3223000,19.1,6/1/2004,2004,6
pl,sa,2004.07,3182000,18.8,7/1/2004,2004,7
pl,sa,2004.08,3149000,18.6,8/1/2004,2004,8
pl,sa,2004.09,3126000,18.5,9/1/2004,2004,9
pl,sa,2004.11,3101000,18.2,11/1/2004,2004,11
pl,sa,2004.12,3104000,18.2,12/1/2004,2004,12
pl,sa,2005.01,3064000,18,1/1/2005,2005,1
pl,sa,2005.02,3108000,18.2,2/1/2005,2005,2
pl,sa,2005.03,3137000,18.4,3/1/2005,2005,3
pl,sa,2005.04,3139000,18.4,4/1/2005,2005,4
pl,sa,2005.05,3122000,18.3,5/1/2005,2005,5
pl,sa,2005.06,3103000,18.2,6/1/2005,2005,6
pl,sa,2005.07,3069000,17.9,7/1/2005,2005,7
pl,sa,2005.08,3034000,17.7,8/1/2005,2005,8
pl,sa,2005.09,3001000,17.4,9/1/2005,2005,9
pl,sa,2005.11,2899000,16.9,11/1/2005,2005,11
pl,sa,2005.12,2817000,16.5,12/1/2005,2005,12
pl,sa,2006.01,2713000,16,1/1/2006,2006,1
pl,sa,2006.02,2620000,15.5,2/1/2006,2006,2
pl,sa,2006.03,2561000,15.2,3/1/2006,2006,3
pl,sa,2006.04,2494000,14.8,4/1/2006,2006,4
pl,sa,2006.05,2426000,14.4,5/1/2006,2006,5
pl,sa,2006.06,2356000,13.9,6/1/2006,2006,6
pl,sa,2006.07,2303000,13.6,7/1/2006,2006,7
pl,sa,2006.08,2259000,13.3,8/1/2006,2006,8
pl,sa,2006.09,2202000,13,9/1/2006,2006,9
pl,sa,2006.11,2070000,12.3,11/1/2006,2006,11
pl,sa,2006.12,1989000,11.8,12/1/2006,2006,12
pl,sa,2007.01,1897000,11.3,1/1/2007,2007,1
pl,sa,2007.02,1816000,10.8,2/1/2007,2007,2
pl,sa,2007.03,1745000,10.4,3/1/2007,2007,3
pl,sa,2007.04,1693000,10.1,4/1/2007,2007,4
pl,sa,2007.05,1652000,9.8,5/1/2007,2007,5
pl,sa,2007.06,1616000,9.6,6/1/2007,2007,6
pl,sa,2007.07,1591000,9.5,7/1/2007,2007,7
pl,sa,2007.08,1566000,9.3,8/1/2007,2007,8
pl,sa,2007.09,1535000,9.1,9/1/2007,2007,9
pl,sa,2007.11,1459000,8.6,11/1/2007,2007,11
pl,sa,2007.12,1402000,8.3,12/1/2007,2007,12
pl,sa,2008.01,1323000,7.8,1/1/2008,2008,1
pl,sa,2008.02,1256000,7.4,2/1/2008,2008,2
pl,sa,2008.03,1225000,7.2,3/1/2008,2008,3
pl,sa,2008.04,1235000,7.3,4/1/2008,2008,4
pl,sa,2008.05,1240000,7.3,5/1/2008,2008,5
pl,sa,2008.06,1221000,7.2,6/1/2008,2008,6
pl,sa,2008.07,1195000,7.1,7/1/2008,2008,7
pl,sa,2008.08,1182000,7,8/1/2008,2008,8
pl,sa,2008.09,1172000,6.9,9/1/2008,2008,9
pl,sa,2008.11,1194000,7,11/1/2008,2008,11
pl,sa,2008.12,1212000,7.1,12/1/2008,2008,12
pl,sa,2009.01,1245000,7.3,1/1/2009,2009,1
pl,sa,2009.02,1286000,7.5,2/1/2009,2009,2
pl,sa,2009.03,1327000,7.7,3/1/2009,2009,3
pl,sa,2009.04,1350000,7.9,4/1/2009,2009,4
pl,sa,2009.05,1373000,8,5/1/2009,2009,5
pl,sa,2009.06,1405000,8.2,6/1/2009,2009,6
pl,sa,2009.07,1447000,8.4,7/1/2009,2009,7
pl,sa,2009.08,1472000,8.5,8/1/2009,2009,8
pl,sa,2009.09,1488000,8.6,9/1/2009,2009,9
pl,sa,2009.11,1525000,8.8,11/1/2009,2009,11
pl,sa,2009.12,1570000,9.1,12/1/2009,2009,12
pl,sa,2010.01,1646000,9.5,1/1/2010,2010,1
pl,sa,2010.02,1699000,9.7,2/1/2010,2010,2
pl,sa,2010.03,1714000,9.8,3/1/2010,2010,3
pl,sa,2010.04,1699000,9.6,4/1/2010,2010,4
pl,sa,2010.05,1697000,9.6,5/1/2010,2010,5
pl,sa,2010.06,1695000,9.6,6/1/2010,2010,6
pl,sa,2010.07,1689000,9.6,7/1/2010,2010,7
pl,sa,2010.08,1696000,9.6,8/1/2010,2010,8
pl,sa,2010.09,1719000,9.7,9/1/2010,2010,9
pl,sa,2010.11,1750000,9.9,11/1/2010,2010,11
pl,sa,2010.12,1765000,10,12/1/2010,2010,12
pt,sa,1983.01,345000,7.5,1/1/1983,1983,1
pt,sa,1983.02,348000,7.6,2/1/1983,1983,2
pt,sa,1983.03,353000,7.7,3/1/1983,1983,3
pt,sa,1983.04,359000,7.9,4/1/1983,1983,4
pt,sa,1983.05,366000,8,5/1/1983,1983,5
pt,sa,1983.06,373000,8.1,6/1/1983,1983,6
pt,sa,1983.07,379000,8.3,7/1/1983,1983,7
pt,sa,1983.08,384000,8.4,8/1/1983,1983,8
pt,sa,1983.09,386000,8.5,9/1/1983,1983,9
pt,sa,1983.11,391000,8.5,11/1/1983,1983,11
pt,sa,1983.12,395000,8.6,12/1/1983,1983,12
pt,sa,1984.01,400000,8.8,1/1/1984,1984,1
pt,sa,1984.02,403000,8.9,2/1/1984,1984,2
pt,sa,1984.03,402000,8.8,3/1/1984,1984,3
pt,sa,1984.04,401000,8.9,4/1/1984,1984,4
pt,sa,1984.05,400000,8.8,5/1/1984,1984,5
pt,sa,1984.06,400000,8.8,6/1/1984,1984,6
pt,sa,1984.07,401000,8.8,7/1/1984,1984,7
pt,sa,1984.08,402000,8.8,8/1/1984,1984,8
pt,sa,1984.09,405000,8.9,9/1/1984,1984,9
pt,sa,1984.11,412000,9.1,11/1/1984,1984,11
pt,sa,1984.12,412000,9.1,12/1/1984,1984,12
pt,sa,1985.01,411000,9.1,1/1/1985,1985,1
pt,sa,1985.02,409000,9,2/1/1985,1985,2
pt,sa,1985.03,409000,9,3/1/1985,1985,3
pt,sa,1985.04,410000,9.1,4/1/1985,1985,4
pt,sa,1985.05,411000,9.1,5/1/1985,1985,5
pt,sa,1985.06,413000,9.1,6/1/1985,1985,6
pt,sa,1985.07,414000,9.2,7/1/1985,1985,7
pt,sa,1985.08,417000,9.3,8/1/1985,1985,8
pt,sa,1985.09,417000,9.3,9/1/1985,1985,9
pt,sa,1985.11,417000,9.3,11/1/1985,1985,11
pt,sa,1985.12,418000,9.3,12/1/1985,1985,12
pt,sa,1986.01,418000,9.3,1/1/1986,1986,1
pt,sa,1986.02,417000,9.3,2/1/1986,1986,2
pt,sa,1986.03,416000,9.3,3/1/1986,1986,3
pt,sa,1986.04,413000,9.2,4/1/1986,1986,4
pt,sa,1986.05,407000,9.1,5/1/1986,1986,5
pt,sa,1986.06,400000,8.9,6/1/1986,1986,6
pt,sa,1986.07,392000,8.6,7/1/1986,1986,7
pt,sa,1986.08,384000,8.5,8/1/1986,1986,8
pt,sa,1986.09,379000,8.4,9/1/1986,1986,9
pt,sa,1986.11,371000,8.3,11/1/1986,1986,11
pt,sa,1986.12,364000,8.2,12/1/1986,1986,12
pt,sa,1987.01,359000,7.9,1/1/1987,1987,1
pt,sa,1987.02,354000,7.8,2/1/1987,1987,2
pt,sa,1987.03,347000,7.7,3/1/1987,1987,3
pt,sa,1987.04,340000,7.5,4/1/1987,1987,4
pt,sa,1987.05,333000,7.4,5/1/1987,1987,5
pt,sa,1987.06,327000,7.3,6/1/1987,1987,6
pt,sa,1987.07,320000,7.1,7/1/1987,1987,7
pt,sa,1987.08,315000,7,8/1/1987,1987,8
pt,sa,1987.09,313000,6.9,9/1/1987,1987,9
pt,sa,1987.11,303000,6.7,11/1/1987,1987,11
pt,sa,1987.12,294000,6.6,12/1/1987,1987,12
pt,sa,1988.01,286000,6.2,1/1/1988,1988,1
pt,sa,1988.02,281000,6.1,2/1/1988,1988,2
pt,sa,1988.03,280000,6.1,3/1/1988,1988,3
pt,sa,1988.04,279000,6.2,4/1/1988,1988,4
pt,sa,1988.05,273000,6.1,5/1/1988,1988,5
pt,sa,1988.06,263000,5.9,6/1/1988,1988,6
pt,sa,1988.07,254000,5.6,7/1/1988,1988,7
pt,sa,1988.08,252000,5.5,8/1/1988,1988,8
pt,sa,1988.09,254000,5.6,9/1/1988,1988,9
pt,sa,1988.11,255000,5.6,11/1/1988,1988,11
pt,sa,1988.12,250000,5.5,12/1/1988,1988,12
pt,sa,1989.01,247000,5.4,1/1/1989,1989,1
pt,sa,1989.02,245000,5.3,2/1/1989,1989,2
pt,sa,1989.03,245000,5.3,3/1/1989,1989,3
pt,sa,1989.04,243000,5.3,4/1/1989,1989,4
pt,sa,1989.05,240000,5.2,5/1/1989,1989,5
pt,sa,1989.06,239000,5.2,6/1/1989,1989,6
pt,sa,1989.07,237000,5.1,7/1/1989,1989,7
pt,sa,1989.08,235000,5.1,8/1/1989,1989,8
pt,sa,1989.09,232000,5,9/1/1989,1989,9
pt,sa,1989.11,229000,5,11/1/1989,1989,11
pt,sa,1989.12,232000,5,12/1/1989,1989,12
pt,sa,1990.01,234000,5.1,1/1/1990,1990,1
pt,sa,1990.02,232000,5,2/1/1990,1990,2
pt,sa,1990.03,226000,4.9,3/1/1990,1990,3
pt,sa,1990.04,220000,4.7,4/1/1990,1990,4
pt,sa,1990.05,219000,4.7,5/1/1990,1990,5
pt,sa,1990.06,222000,4.8,6/1/1990,1990,6
pt,sa,1990.07,221000,4.8,7/1/1990,1990,7
pt,sa,1990.08,221000,4.8,8/1/1990,1990,8
pt,sa,1990.09,219000,4.7,9/1/1990,1990,9
pt,sa,1990.11,214000,4.5,11/1/1990,1990,11
pt,sa,1990.12,211000,4.4,12/1/1990,1990,12
pt,sa,1991.01,207000,4.4,1/1/1991,1991,1
pt,sa,1991.02,202000,4.3,2/1/1991,1991,2
pt,sa,1991.03,199000,4.2,3/1/1991,1991,3
pt,sa,1991.04,197000,4.1,4/1/1991,1991,4
pt,sa,1991.05,198000,4.1,5/1/1991,1991,5
pt,sa,1991.06,200000,4.1,6/1/1991,1991,6
pt,sa,1991.07,202000,4.2,7/1/1991,1991,7
pt,sa,1991.08,203000,4.3,8/1/1991,1991,8
pt,sa,1991.09,201000,4.2,9/1/1991,1991,9
pt,sa,1991.11,197000,4.1,11/1/1991,1991,11
pt,sa,1991.12,191000,4,12/1/1991,1991,12
pt,sa,1992.01,184000,3.9,1/1/1992,1992,1
pt,sa,1992.02,183000,3.9,2/1/1992,1992,2
pt,sa,1992.03,184000,3.9,3/1/1992,1992,3
pt,sa,1992.04,185000,3.9,4/1/1992,1992,4
pt,sa,1992.05,187000,4,5/1/1992,1992,5
pt,sa,1992.06,189000,4,6/1/1992,1992,6
pt,sa,1992.07,192000,4.1,7/1/1992,1992,7
pt,sa,1992.08,197000,4.2,8/1/1992,1992,8
pt,sa,1992.09,201000,4.3,9/1/1992,1992,9
pt,sa,1992.11,209000,4.4,11/1/1992,1992,11
pt,sa,1992.12,215000,4.6,12/1/1992,1992,12
pt,sa,1993.01,219000,4.7,1/1/1993,1993,1
pt,sa,1993.02,226000,4.8,2/1/1993,1993,2
pt,sa,1993.03,237000,5.1,3/1/1993,1993,3
pt,sa,1993.04,247000,5.3,4/1/1993,1993,4
pt,sa,1993.05,252000,5.4,5/1/1993,1993,5
pt,sa,1993.06,258000,5.5,6/1/1993,1993,6
pt,sa,1993.07,262000,5.6,7/1/1993,1993,7
pt,sa,1993.08,267000,5.7,8/1/1993,1993,8
pt,sa,1993.09,269000,5.8,9/1/1993,1993,9
pt,sa,1993.11,282000,6,11/1/1993,1993,11
pt,sa,1993.12,292000,6.2,12/1/1993,1993,12
pt,sa,1994.01,301000,6.4,1/1/1994,1994,1
pt,sa,1994.02,307000,6.5,2/1/1994,1994,2
pt,sa,1994.03,312000,6.6,3/1/1994,1994,3
pt,sa,1994.04,316000,6.7,4/1/1994,1994,4
pt,sa,1994.05,323000,6.8,5/1/1994,1994,5
pt,sa,1994.06,327000,6.9,6/1/1994,1994,6
pt,sa,1994.07,331000,7,7/1/1994,1994,7
pt,sa,1994.08,332000,7,8/1/1994,1994,8
pt,sa,1994.09,334000,7,9/1/1994,1994,9
pt,sa,1994.11,335000,7,11/1/1994,1994,11
pt,sa,1994.12,334000,7,12/1/1994,1994,12
pt,sa,1995.01,337000,7.1,1/1/1995,1995,1
pt,sa,1995.02,339000,7.2,2/1/1995,1995,2
pt,sa,1995.03,339000,7.2,3/1/1995,1995,3
pt,sa,1995.04,339000,7.2,4/1/1995,1995,4
pt,sa,1995.05,337000,7.1,5/1/1995,1995,5
pt,sa,1995.06,336000,7.1,6/1/1995,1995,6
pt,sa,1995.07,335000,7.1,7/1/1995,1995,7
pt,sa,1995.08,334000,7.1,8/1/1995,1995,8
pt,sa,1995.09,336000,7.1,9/1/1995,1995,9
pt,sa,1995.11,345000,7.3,11/1/1995,1995,11
pt,sa,1995.12,344000,7.3,12/1/1995,1995,12
pt,sa,1996.01,342000,7.2,1/1/1996,1996,1
pt,sa,1996.02,343000,7.2,2/1/1996,1996,2
pt,sa,1996.03,346000,7.3,3/1/1996,1996,3
pt,sa,1996.04,352000,7.4,4/1/1996,1996,4
pt,sa,1996.05,353000,7.4,5/1/1996,1996,5
pt,sa,1996.06,350000,7.4,6/1/1996,1996,6
pt,sa,1996.07,344000,7.2,7/1/1996,1996,7
pt,sa,1996.08,343000,7.2,8/1/1996,1996,8
pt,sa,1996.09,339000,7.1,9/1/1996,1996,9
pt,sa,1996.11,337000,7.1,11/1/1996,1996,11
pt,sa,1996.12,337000,7.1,12/1/1996,1996,12
pt,sa,1997.01,337000,7.1,1/1/1997,1997,1
pt,sa,1997.02,339000,7.1,2/1/1997,1997,2
pt,sa,1997.03,332000,7,3/1/1997,1997,3
pt,sa,1997.04,326000,6.8,4/1/1997,1997,4
pt,sa,1997.05,321000,6.7,5/1/1997,1997,5
pt,sa,1997.06,320000,6.7,6/1/1997,1997,6
pt,sa,1997.07,328000,6.8,7/1/1997,1997,7
pt,sa,1997.08,328000,6.8,8/1/1997,1997,8
pt,sa,1997.09,323000,6.7,9/1/1997,1997,9
pt,sa,1997.11,309000,6.4,11/1/1997,1997,11
pt,sa,1997.12,303000,6.2,12/1/1997,1997,12
pt,sa,1998.01,298000,6,1/1/1998,1998,1
pt,sa,1998.02,289000,5.7,2/1/1998,1998,2
pt,sa,1998.03,271000,5.4,3/1/1998,1998,3
pt,sa,1998.04,250000,5,4/1/1998,1998,4
pt,sa,1998.05,238000,4.7,5/1/1998,1998,5
pt,sa,1998.06,233000,4.6,6/1/1998,1998,6
pt,sa,1998.07,238000,4.7,7/1/1998,1998,7
pt,sa,1998.08,243000,4.8,8/1/1998,1998,8
pt,sa,1998.09,246000,4.9,9/1/1998,1998,9
pt,sa,1998.11,241000,4.8,11/1/1998,1998,11
pt,sa,1998.12,237000,4.7,12/1/1998,1998,12
pt,sa,1999.01,233000,4.6,1/1/1999,1999,1
pt,sa,1999.02,230000,4.5,2/1/1999,1999,2
pt,sa,1999.03,231000,4.6,3/1/1999,1999,3
pt,sa,1999.04,236000,4.7,4/1/1999,1999,4
pt,sa,1999.05,238000,4.7,5/1/1999,1999,5
pt,sa,1999.06,236000,4.6,6/1/1999,1999,6
pt,sa,1999.07,228000,4.5,7/1/1999,1999,7
pt,sa,1999.08,221000,4.4,8/1/1999,1999,8
pt,sa,1999.09,215000,4.2,9/1/1999,1999,9
pt,sa,1999.11,214000,4.2,11/1/1999,1999,11
pt,sa,1999.12,214000,4.2,12/1/1999,1999,12
pt,sa,2000.01,218000,4.3,1/1/2000,2000,1
pt,sa,2000.02,216000,4.2,2/1/2000,2000,2
pt,sa,2000.03,212000,4.1,3/1/2000,2000,3
pt,sa,2000.04,205000,4,4/1/2000,2000,4
pt,sa,2000.05,202000,3.9,5/1/2000,2000,5
pt,sa,2000.06,204000,4,6/1/2000,2000,6
pt,sa,2000.07,211000,4.1,7/1/2000,2000,7
pt,sa,2000.08,210000,4.1,8/1/2000,2000,8
pt,sa,2000.09,204000,3.9,9/1/2000,2000,9
pt,sa,2000.11,191000,3.7,11/1/2000,2000,11
pt,sa,2000.12,194000,3.7,12/1/2000,2000,12
pt,sa,2001.01,206000,4,1/1/2001,2001,1
pt,sa,2001.02,214000,4.1,2/1/2001,2001,2
pt,sa,2001.03,215000,4.1,3/1/2001,2001,3
pt,sa,2001.04,211000,4,4/1/2001,2001,4
pt,sa,2001.05,210000,4,5/1/2001,2001,5
pt,sa,2001.06,212000,4.1,6/1/2001,2001,6
pt,sa,2001.07,212000,4.1,7/1/2001,2001,7
pt,sa,2001.08,212000,4,8/1/2001,2001,8
pt,sa,2001.09,214000,4.1,9/1/2001,2001,9
pt,sa,2001.11,218000,4.1,11/1/2001,2001,11
pt,sa,2001.12,219000,4.1,12/1/2001,2001,12
pt,sa,2002.01,223000,4.2,1/1/2002,2002,1
pt,sa,2002.02,227000,4.3,2/1/2002,2002,2
pt,sa,2002.03,236000,4.5,3/1/2002,2002,3
pt,sa,2002.04,246000,4.6,4/1/2002,2002,4
pt,sa,2002.05,253000,4.8,5/1/2002,2002,5
pt,sa,2002.06,259000,4.9,6/1/2002,2002,6
pt,sa,2002.07,262000,4.9,7/1/2002,2002,7
pt,sa,2002.08,271000,5.1,8/1/2002,2002,8
pt,sa,2002.09,290000,5.4,9/1/2002,2002,9
pt,sa,2002.11,330000,6.2,11/1/2002,2002,11
pt,sa,2002.12,334000,6.2,12/1/2002,2002,12
pt,sa,2003.01,334000,6.2,1/1/2003,2003,1
pt,sa,2003.02,335000,6.2,2/1/2003,2003,2
pt,sa,2003.03,340000,6.3,3/1/2003,2003,3
pt,sa,2003.04,348000,6.5,4/1/2003,2003,4
pt,sa,2003.05,349000,6.5,5/1/2003,2003,5
pt,sa,2003.06,344000,6.4,6/1/2003,2003,6
pt,sa,2003.07,338000,6.3,7/1/2003,2003,7
pt,sa,2003.08,333000,6.2,8/1/2003,2003,8
pt,sa,2003.09,340000,6.3,9/1/2003,2003,9
pt,sa,2003.11,350000,6.5,11/1/2003,2003,11
pt,sa,2003.12,348000,6.5,12/1/2003,2003,12
pt,sa,2004.01,338000,6.3,1/1/2004,2004,1
pt,sa,2004.02,336000,6.2,2/1/2004,2004,2
pt,sa,2004.03,343000,6.4,3/1/2004,2004,3
pt,sa,2004.04,353000,6.5,4/1/2004,2004,4
pt,sa,2004.05,362000,6.7,5/1/2004,2004,5
pt,sa,2004.06,368000,6.8,6/1/2004,2004,6
pt,sa,2004.07,373000,6.9,7/1/2004,2004,7
pt,sa,2004.08,377000,7,8/1/2004,2004,8
pt,sa,2004.09,382000,7,9/1/2004,2004,9
pt,sa,2004.11,384000,7,11/1/2004,2004,11
pt,sa,2004.12,391000,7.2,12/1/2004,2004,12
pt,sa,2005.01,400000,7.4,1/1/2005,2005,1
pt,sa,2005.02,407000,7.5,2/1/2005,2005,2
pt,sa,2005.03,407000,7.5,3/1/2005,2005,3
pt,sa,2005.04,406000,7.5,4/1/2005,2005,4
